Zeit in UTC+02:00;X in mm/s;Y in mm/s;Z in mm/s
01.08.2023 08:44:16.91700;0,000860341067892;-0,003178482409567;-0,000095593451988
01.08.2023 08:44:16.91800;0,000884239387233;-0,002843905007467;-0,000406272156397
01.08.2023 08:44:16.91900;0,000932036142331;-0,002652718219906;0,000167288526427
01.08.2023 08:44:16.92000;0,001123222988099;-0,002270344411954;0,000740849238355
01.08.2023 08:44:16.92100;0,001481698476709;-0,001648986944929;0,000000000000000
01.08.2023 08:44:16.92200;0,001720682135783;-0,001338308211416;0,000238983629970
01.08.2023 08:44:16.92300;0,001887970604002;-0,000884239387233;0,001003731158562
01.08.2023 08:44:16.92400;0,001720682135783;-0,000884239387233;0,000716950860806
01.08.2023 08:44:16.92500;0,001194918178953;-0,001457800040953;0,001529495231807
01.08.2023 08:44:16.92600;0,000979832839221;-0,001816275529563;0,001505596912466
01.08.2023 08:44:16.92700;0,001003731158562;-0,001792377093807;0,000406272156397
01.08.2023 08:44:16.92800;0,001410003402270;-0,001648986944929;0,001648986944929
01.08.2023 08:44:16.92900;0,002389836357906;-0,001218816498294;0,001266613253392
01.08.2023 08:44:16.93000;0,003058990463614;-0,000477967259940;0,000167288526427
01.08.2023 08:44:16.93100;0,003321872325614;-0,000119491814985;0,001266613253392
01.08.2023 08:44:16.93200;0,003441364271566;0,000119491814985;0,000167288526427
01.08.2023 08:44:16.93300;0,003178482409567;0,000238983629970;-0,000430170533946
